Order_ID,Agent_Age,Agent_Rating,Order_Date,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km,Order_Hour,Pickup_Hour,Order_DayOfWeek
tntl592977105,32,4.1,2022-04-01,Sandstorms,Jam ,motorcycle ,Metropolitian ,195,Skincare,9.308411100114,20,20,4
jvvv970586328,37,4.9,2022-03-26,Sunny,High ,scooter ,Metropolitian ,95,Toys,6.198367991397711,12,12,5
prrz953316080,37,4.4,2022-02-18,Windy,Medium ,motorcycle ,Metropolitian ,48,Grocery,10.983241696284244,18,18,4
cuua000583789,22,4.7,2022-03-10,Stormy,Low ,motorcycle ,Metropolitian ,85,Home,10.846008142377507,22,22,3
burv419391377,28,4.7,2022-03-19,Fog,Medium ,motorcycle ,Urban ,95,Snacks,4.707104052532131,17,18,5
nprx178976099,30,4.6,2022-03-20,Stormy,Low ,motorcycle ,Urban ,115,Cosmetics,19.6593440522741,22,22,6
uhvz645249492,20,4.8,2022-02-11,Fog,Low ,scooter ,Metropolitian ,70,Apparel,7.31890486226614,22,22,4
qrtc023496456,27,4.6,2022-03-07,Stormy,Jam ,scooter ,Other,70,Jewelry,4.602127561785911,21,21,0
xckm814999470,28,4.5,2022-02-13,Windy,Jam ,motorcycle ,Metropolitian ,85,Toys,4.534263143623995,21,21,6
dshk783743547,39,4.6,2022-03-13,Sandstorms,Jam ,motorcycle ,Urban ,130,Toys,7.74566602154188,20,21,6
kwqd776233935,35,4.4,2022-03-20,Fog,Jam ,scooter ,Metropolitian ,180,Electronics,12.057126334017665,20,20,6
pkrg540242604,35,4.2,2022-03-01,Stormy,Low ,motorcycle ,Urban ,110,Snacks,3.0594274560496517,9,9,1
eyqk256786365,28,5.0,2022-02-14,Stormy,Low ,scooter ,Metropolitian ,95,Snacks,19.372701787183576,23,0,0
yowt711155330,34,4.8,2022-03-29,Sunny,Jam ,motorcycle ,Metropolitian ,185,Kitchen,13.80547731046219,20,20,1
zkxt178763782,39,4.3,2022-03-26,Windy,Jam ,motorcycle ,Metropolitian ,165,Skincare,7.746149563277043,19,19,5
hkso195378865,25,4.9,2022-03-20,Stormy,Medium ,scooter ,Urban ,110,Snacks,12.43882731100175,18,18,6
hrct875088693,24,2.9,2022-03-10,Sunny,Low ,scooter ,Metropolitian ,180,Skincare,10.624925896441955,22,22,3
drcr835765083,20,4.7,2022-03-06,Sunny,Jam ,motorcycle ,Metropolitian ,135,Books,20.166745072075187,20,20,6
ijub023209285,21,4.5,2022-03-16,Sunny,Jam ,motorcycle ,Urban ,75,Cosmetics,19.730013677494053,19,19,2
uyeo431716232,25,5.0,2022-02-14,Sandstorms,Jam ,scooter ,Metropolitian ,125,Electronics,17.259376716936664,20,20,0
wcgo716735522,27,4.3,2022-03-18,Cloudy,Medium ,scooter ,Metropolitian ,185,Cosmetics,13.961547929942947,17,17,4
dudh860055837,20,4.1,2022-04-02,Fog,Medium ,van,Metropolitian ,170,Shoes,19.857020268325563,19,19,5
uzsg546842133,32,4.0,2022-02-14,Fog,Low ,motorcycle ,Metropolitian ,185,Clothing,17.130715312307963,22,22,0
cjqu270126486,22,5.0,2022-03-15,Cloudy,High ,scooter ,Metropolitian ,135,Sports,3.0145444437399687,11,11,1
xyra861658634,35,4.9,2022-03-30,Sunny,High ,motorcycle ,Metropolitian ,16,Grocery,1.5297939730751242,12,12,2
rimt218972517,34,4.4,2022-03-14,Cloudy,Low ,motorcycle ,Metropolitian ,195,Electronics,12.142670416282547,23,23,0
ufqb263973146,23,4.7,2022-03-24,Cloudy,High ,motorcycle ,Metropolitian ,145,Snacks,3.1380694073889375,11,11,3
cmsv924016136,30,4.6,2022-03-07,Windy,High ,motorcycle ,Metropolitian ,145,Sports,6.049844084741428,13,13,0
mhve925152676,30,4.8,2022-03-18,Fog,Jam ,scooter ,Metropolitian ,180,Sports,12.552275755914394,20,20,4
iovo518935661,22,4.6,2022-03-01,Fog,High ,scooter ,Metropolitian ,125,Jewelry,6.106164949890593,12,12,1
qxls217077415,31,3.4,2022-03-08,Sunny,Low ,motorcycle ,Urban ,155,Apparel,13.763140802008653,22,22,1
vfrm732524901,35,4.2,2022-03-06,Stormy,Jam ,motorcycle ,Metropolitian ,230,Cosmetics,13.805626960611738,21,21,6
exna142928220,39,4.9,2022-03-16,Windy,Low ,motorcycle ,Other,120,Toys,12.393579105808694,23,23,2
ktox186568882,30,4.2,2022-03-09,Sandstorms,Low ,motorcycle ,Metropolitian ,105,Apparel,1.5549063677553951,11,11,2
rlrl381234485,29,4.3,2022-03-17,Sandstorms,Low ,motorcycle ,Metropolitian ,135,Shoes,1.54924631116194,10,10,3
nnhk136632310,25,4.9,2022-03-13,Windy,High ,motorcycle ,Metropolitian ,90,Skincare,6.043128678662422,12,12,6
xuus801015599,29,5.0,2022-03-15,Fog,Jam ,motorcycle ,Metropolitian ,135,Snacks,9.07450346176405,19,19,1
tpsl879657132,23,4.6,2022-02-15,Fog,Low ,van,Urban ,70,Shoes,2.927875378382073,10,11,1
hgqe160344898,31,4.3,2022-03-17,Stormy,High ,motorcycle ,Metropolitian ,190,Cosmetics,3.06795567031906,11,11,3
cekk672369587,29,4.5,2022-03-03,Cloudy,Medium ,van,Urban ,90,Skincare,7.439903377482956,18,18,3
xzgv173955880,27,4.9,2022-03-09,Windy,High ,motorcycle ,Urban ,90,Outdoors,6.071909216478056,12,13,2
ykph104228309,21,4.7,2022-03-02,Cloudy,Jam ,van,Metropolitian ,215,Skincare,12.272368949431579,20,20,2
imvi915586675,22,4.8,2022-03-15,Sandstorms,Medium ,scooter ,Urban ,140,Snacks,9.204543446314432,17,17,1
yeak884286010,26,4.8,2022-04-02,Stormy,Jam ,scooter ,Metropolitian ,75,Snacks,19.340934989697192,21,21,5
rucx305072117,32,4.3,2022-03-08,Windy,Jam ,motorcycle ,Metropolitian ,200,Skincare,13.592552633728841,21,21,1
fnfj858578851,37,4.7,2022-04-02,Fog,Low ,scooter ,Metropolitian ,125,Outdoors,13.993345286741215,0,0,5
zfek821316442,35,4.9,2022-03-04,Fog,Medium ,van,Metropolitian ,165,Kitchen,10.625702124383546,18,19,4
rvpp666644927,20,4.7,2022-03-26,Sandstorms,Low ,scooter ,Metropolitian ,95,Pet Supplies,3.109874895861276,8,8,5
crfc316556140,21,4.1,2022-03-13,Sandstorms,High ,motorcycle ,Metropolitian ,190,Snacks,5.9523323468745275,14,14,6
ylxa722302209,36,4.2,2022-04-01,Cloudy,Jam ,scooter ,Metropolitian ,175,Home,9.308325333644872,21,21,4
duey350408555,30,5.0,2022-03-20,Fog,Medium ,motorcycle ,Metropolitian ,220,Snacks,12.081765497939642,18,18,6
qxfu042992919,24,4.8,2022-03-15,Cloudy,Low ,scooter ,Metropolitian ,50,Snacks,7.747250131783334,22,22,1
fkdz130196221,21,4.9,2022-03-31,Stormy,Low ,motorcycle ,Metropolitian ,85,Snacks,10.983241696284244,22,22,3
gwzn250204054,22,5.0,2022-03-24,Windy,Low ,scooter ,Metropolitian ,95,Home,3.098496000362705,10,10,3
zphh547879510,37,4.9,2022-03-13,Cloudy,Jam ,scooter ,Metropolitian ,145,Toys,9.16245242046385,20,20,6
xrbx674363177,28,4.6,2022-03-28,Fog,High ,motorcycle ,Metropolitian ,115,Toys,6.205443615404849,14,14,0
wuje420980012,34,4.4,2022-03-01,Cloudy,High ,scooter ,Metropolitian ,195,Books,6.219745115417305,12,12,1
gyng727624223,35,5.0,2022-03-26,Sandstorms,Jam ,motorcycle ,Metropolitian ,170,Kitchen,7.7569529868068985,21,21,5
yhfj911591613,37,4.5,2022-02-14,Cloudy,Low ,scooter ,Metropolitian ,170,Pet Supplies,12.189981853543983,23,23,0
matd707982331,36,4.9,2022-03-01,Cloudy,Jam ,scooter ,Metropolitian ,25,Grocery,7.670103460594373,22,22,1
kftx355679282,27,4.6,2022-03-30,Windy,High ,motorcycle ,Metropolitian ,85,Skincare,6.219597650999593,14,14,2
fmat791714698,24,4.9,2022-04-01,Sunny,Low ,scooter ,Urban ,110,Toys,1.5495023088971138,10,10,4
njqs426938976,38,4.8,2022-03-14,Fog,Jam ,motorcycle ,Metropolitian ,265,Sports,16.82258132783111,19,19,0
uzyk660052320,20,4.8,2022-03-08,Sunny,Low ,scooter ,Metropolitian ,28,Grocery,16.365469292582933,22,22,1
ncpp868073125,31,4.8,2022-02-16,Sunny,Medium ,motorcycle ,Metropolitian ,140,Snacks,13.870669532160191,18,18,2
yqbh405681517,36,4.9,2022-03-11,Sunny,Low ,motorcycle ,Urban ,100,Skincare,3.036047445255293,10,10,4
broz062267660,37,4.6,2022-03-19,Sunny,Jam ,motorcycle ,Metropolitian ,105,Electronics,7.746488320976561,19,19,5
qakj417077233,38,4.3,2022-03-05,Windy,Low ,motorcycle ,Metropolitian ,165,Books,4.648349677934942,23,23,5
ncdt226272160,34,5.0,2022-03-21,Stormy,High ,motorcycle ,Urban ,155,Home,3.098970591291107,11,11,0
rbtg830966793,30,4.9,2022-04-05,Cloudy,Medium ,motorcycle ,Urban ,75,Cosmetics,5.953310095151372,15,15,1
flmm064673408,36,4.8,2022-03-16,Stormy,Low ,scooter ,Urban ,85,Outdoors,17.06389980914693,22,22,2
rqqa601683377,29,4.5,2022-04-01,Sunny,Jam ,motorcycle ,Metropolitian ,230,Kitchen,8.927404257514164,20,20,4
navc769622804,27,4.5,2022-03-14,Sandstorms,Medium ,van,Metropolitian ,130,Skincare,12.271156171049041,17,17,0
jysi770515530,21,4.7,2022-02-16,Cloudy,Low ,motorcycle ,Metropolitian ,110,Jewelry,16.34955200688676,22,23,2
yxvx817952532,37,4.8,2022-03-11,Windy,High ,motorcycle ,Metropolitian ,38,Grocery,6.071422120848535,13,13,4
mope411278455,20,4.6,2022-03-15,Stormy,Jam ,motorcycle ,Metropolitian ,140,Toys,9.162729174053524,20,20,1
zthy159475434,32,5.0,2022-03-29,Sunny,Medium ,motorcycle ,Metropolitian ,31,Grocery,10.706538178039278,17,17,1
jysk150045683,24,5.0,2022-03-08,Cloudy,Low ,motorcycle ,Metropolitian ,120,Shoes,16.87325583164314,23,23,1
klvy799014109,27,4.6,2022-03-23,Sandstorms,Jam ,scooter ,Metropolitian ,20,Grocery,19.8823960800054,20,20,2
ezbh648863877,38,4.3,2022-03-15,Windy,Jam ,scooter ,Metropolitian ,33,Grocery,9.414207472710387,19,19,1
jvte374854985,34,4.2,2022-03-10,Stormy,Jam ,motorcycle ,Urban ,200,Jewelry,12.057276311044914,19,19,3
omml534315429,21,4.6,2022-03-26,Sandstorms,Low ,scooter ,Metropolitian ,95,Cosmetics,3.1097872918366303,10,10,5
qnec411812170,39,4.7,2022-02-12,Cloudy,Low ,motorcycle ,Metropolitian ,215,Pet Supplies,14.121309628180253,23,23,5
hnqs775547423,38,4.0,2022-03-27,Fog,Medium ,scooter ,Metropolitian ,180,Clothing,19.590887799045845,17,17,6
hgdf817494210,20,4.8,2022-02-16,Stormy,Medium ,scooter ,Other,85,Books,12.458380493660536,18,18,2
hsqt412376641,26,4.6,2022-03-26,Stormy,Medium ,scooter ,Metropolitian ,115,Sports,9.296679247291038,17,18,5
obfh614409478,31,4.8,2022-03-24,Cloudy,Low ,motorcycle ,Metropolitian ,105,Kitchen,1.4878016523650663,8,9,3
xplr660312004,27,4.7,2022-04-01,Sandstorms,Jam ,motorcycle ,Metropolitian ,115,Clothing,4.649000733727615,21,21,4
kaov083972582,32,4.8,2022-02-15,Sunny,Medium ,scooter ,Metropolitian ,115,Sports,4.672367078415693,18,18,1
itcy670556705,38,4.9,2022-03-21,Sunny,Low ,motorcycle ,Urban ,85,Apparel,1.5549743779299983,8,8,0
kcmu116689219,21,4.8,2022-04-02,Windy,Jam ,scooter ,Metropolitian ,75,Apparel,14.121309628180253,19,20,5
qees302314143,35,4.8,2022-03-11,Fog,Medium ,scooter ,Metropolitian ,80,Electronics,5.953310095151372,15,15,4
ugjw967538968,22,4.8,2022-03-11,Sandstorms,High ,motorcycle ,Metropolitian ,150,Sports,3.0205717457500154,12,12,4
cuea140622083,20,4.7,2022-03-15,Sunny,Low ,scooter ,Metropolitian ,19,Grocery,3.054566519403073,10,10,1
vyaw055370504,35,4.5,2022-02-13,Cloudy,Medium ,motorcycle ,Urban ,130,Outdoors,5.984484703060141,15,15,6
nydk571715754,35,4.8,2022-03-09,Sandstorms,Low ,motorcycle ,Urban ,110,Skincare,9.165678378618614,23,23,2
dxxu171623513,37,3.6,2022-03-06,Sunny,Jam ,motorcycle ,Metropolitian ,32,Grocery,10.625032404837777,20,20,6
hjsu301973901,38,4.7,2022-02-17,Stormy,Low ,scooter ,Metropolitian ,135,Outdoors,1.4962266277285659,10,10,3
bsgv191585564,21,4.6,2022-03-04,Stormy,Medium ,scooter ,Other,80,Shoes,16.87218867218444,17,17,4
vzyq792120675,33,4.9,2022-04-04,Stormy,Low ,van,Metropolitian ,90,Outdoors,12.410432318250365,22,22,0
tbcv502822308,20,4.9,2022-02-18,Sandstorms,Low ,van,Urban ,75,Toys,10.271454968582486,22,22,4
lkgu052277921,34,4.7,2022-03-29,Sandstorms,Medium ,van,Metropolitian ,150,Cosmetics,12.394021743080922,18,18,1
guwf556346241,30,4.8,2022-03-24,Stormy,Medium ,scooter ,Metropolitian ,135,Cosmetics,6.107475196286279,16,16,3
nich763368358,37,4.6,2022-03-15,Windy,Medium ,scooter ,Metropolitian ,25,Grocery,9.297734320003551,17,17,1
sjaq416259539,23,4.8,2022-03-24,Sunny,Low ,motorcycle ,Metropolitian ,95,Clothing,7.845173108613388,23,0,3
cixr373324277,25,4.8,2022-03-11,Fog,Low ,van,Metropolitian ,19,Grocery,9.203394311041626,22,22,4
nxvy885752704,29,4.6,2022-03-29,Fog,Low ,scooter ,Metropolitian ,135,Snacks,13.94308069228634,23,23,1
yqnd046488193,20,4.5,2022-03-08,Sandstorms,Medium ,motorcycle ,Metropolitian ,135,Skincare,12.081405889139507,18,18,1
nrwm445640751,20,4.8,2022-04-05,Cloudy,Medium ,motorcycle ,Metropolitian ,27,Grocery,6.197807133001162,16,16,1
ngpx216223802,33,4.8,2022-02-13,Sandstorms,High ,van,Metropolitian ,140,Home,6.276138627413788,15,15,6
kgnl089680514,36,4.3,2022-03-29,Fog,Jam ,motorcycle ,Metropolitian ,180,Toys,16.612285246196404,20,20,1
wgjm548054394,23,5.0,2022-03-10,Fog,Low ,motorcycle ,Metropolitian ,110,Snacks,13.942286436722357,22,22,3
kuhf219631225,20,4.8,2022-02-18,Fog,Low ,motorcycle ,Urban ,22,Grocery,10.555181068571224,22,22,4
jaci979233337,31,5.0,2022-02-15,Stormy,High ,scooter ,Metropolitian ,170,Books,1.5690347154047224,11,11,1
orld834977961,29,4.7,2022-03-28,Stormy,Jam ,motorcycle ,Urban ,14,Grocery,9.17715767117613,20,20,0
wxto050330190,26,4.6,2022-03-23,Sandstorms,Medium ,motorcycle ,Metropolitian ,175,Home,12.142206335992308,18,19,2
fhfs979706075,36,4.1,2022-03-24,Sandstorms,Medium ,van,Metropolitian ,170,Jewelry,6.11841026532285,15,15,3
svea140595156,30,4.6,2022-03-27,Sunny,Jam ,motorcycle ,Metropolitian ,105,Kitchen,12.081405889139507,21,21,6
oqqr221342478,27,4.8,2022-04-06,Cloudy,Medium ,motorcycle ,Metropolitian ,180,Skincare,20.140136453106805,18,18,2
ufvy008009323,29,4.9,2022-03-08,Stormy,Jam ,scooter ,Urban ,80,Books,17.042860218698433,19,19,1
iutb646119634,37,4.8,2022-03-15,Sunny,Low ,motorcycle ,Metropolitian ,50,Skincare,1.5270548523803655,11,11,1
sode967358024,30,4.7,2022-03-19,Cloudy,Low ,motorcycle ,Metropolitian ,145,Skincare,7.6478440171268725,23,23,5
deub162191633,22,4.9,2022-03-12,Sandstorms,Jam ,scooter ,Metropolitian ,95,Pet Supplies,16.612811401643963,19,19,5
tqaz238230877,24,4.1,2022-03-26,Sandstorms,Low ,motorcycle ,Urban ,120,Shoes,1.5277185791840686,10,10,5
qtry133857933,35,4.5,2022-02-13,Sandstorms,Jam ,scooter ,Metropolitian ,150,Sports,4.523882001937967,19,19,6
ojmi034156797,28,4.8,2022-03-28,Stormy,Medium ,motorcycle ,Metropolitian ,115,Jewelry,9.308214731000808,17,17,0
jyfb084585166,21,4.6,2022-03-20,Windy,Jam ,van,Metropolitian ,125,Jewelry,17.10242045243979,20,21,6
qvmo427825350,38,5.0,2022-03-12,Fog,Jam ,scooter ,Metropolitian ,200,Sports,13.805559933930528,20,21,5
oasl700098110,22,4.9,2022-03-07,Fog,Medium ,motorcycle ,Metropolitian ,125,Shoes,7.845173108613388,17,18,0
ompn004570994,35,4.8,2022-03-29,Windy,Low ,motorcycle ,Metropolitian ,140,Apparel,17.064281923367332,23,23,1
crix919885083,24,4.6,2022-03-02,Sunny,Low ,motorcycle ,Metropolitian ,135,Clothing,11.903288478122649,22,22,2
oyxl296589511,33,4.6,2022-03-03,Sandstorms,Medium ,motorcycle ,Metropolitian ,135,Electronics,6.219666678237719,16,17,3
cuiw911715335,24,4.6,2022-03-21,Stormy,Low ,scooter ,Metropolitian ,70,Skincare,4.602269468816155,23,0,0
jfjd973292964,25,4.6,2022-03-02,Sunny,Low ,motorcycle ,Metropolitian ,135,Clothing,12.394529722570125,22,22,2
nhbx524263535,21,4.9,2022-03-01,Fog,Jam ,scooter ,Metropolitian ,140,Clothing,4.52182618432303,21,21,1
nbqe921090666,35,4.7,2022-03-28,Stormy,Low ,motorcycle ,Urban ,140,Home,1.507299613990991,10,10,0
xbjn986518885,21,4.7,2022-03-21,Windy,Jam ,motorcycle ,Metropolitian ,155,Electronics,9.106851796519383,20,20,0
mdws534784048,26,4.7,2022-03-14,Windy,Low ,motorcycle ,Other,110,Snacks,17.040537813695984,22,23,0
cpqc729859461,35,4.7,2022-02-14,Sunny,Jam ,scooter ,Metropolitian ,140,Pet Supplies,12.064050025940494,20,20,0
myjk139959541,27,4.8,2022-03-16,Stormy,Low ,motorcycle ,Urban ,85,Jewelry,20.827428182142093,23,0,2
alag259381074,32,4.9,2022-03-20,Sunny,Jam ,motorcycle ,Metropolitian ,150,Shoes,19.729348027031108,21,21,6
alrg692296629,22,5.0,2022-03-15,Sunny,Low ,scooter ,Metropolitian ,17,Grocery,1.5495001864109084,10,10,1
nifs704126107,26,4.6,2022-02-11,Cloudy,Low ,scooter ,Metropolitian ,50,Clothing,1.5412589652994433,9,9,4
jdco063921079,34,4.6,2022-03-07,Fog,Medium ,scooter ,Metropolitian ,95,Snacks,7.746455707767519,17,17,0
uvjz062787373,35,4.1,2022-03-20,Cloudy,Jam ,motorcycle ,Metropolitian ,235,Jewelry,20.138619534606757,21,21,6
scka454673514,25,5.0,2022-02-18,Stormy,Jam ,scooter ,Urban ,75,Jewelry,20.397442775188328,19,19,4
wyrp479994498,26,4.8,2022-04-02,Cloudy,Jam ,scooter ,Metropolitian ,150,Skincare,20.826810752741334,21,21,5
pbii281710203,28,4.6,2022-03-04,Stormy,Medium ,van,Urban ,20,Grocery,10.571531279029784,18,18,4
vldm347453438,24,4.7,2022-02-11,Windy,Low ,scooter ,Urban ,80,Kitchen,4402.840034702727,23,0,4
xjzr921902824,20,4.8,2022-03-23,Fog,Medium ,motorcycle ,Metropolitian ,170,Electronics,10.625032404837777,18,18,2
xajv560730653,24,4.9,2022-03-28,Fog,Low ,motorcycle ,Urban ,80,Snacks,9.074580779980996,22,22,0
fdbq459891744,27,4.9,2022-03-28,Cloudy,Jam ,motorcycle ,Metropolitian ,170,Electronics,9.414207472710387,19,19,0
zwyo524518227,36,4.7,2022-03-17,Fog,Medium ,motorcycle ,Urban ,28,Grocery,4.530955587841242,17,17,3
ownr842177668,39,4.8,2022-03-24,Fog,High ,motorcycle ,Metropolitian ,145,Toys,2.9761660298267127,11,12,3
wkjg175606608,35,4.1,2022-03-25,Fog,Jam ,scooter ,Metropolitian ,240,Toys,12.438511516634183,19,19,4
tiqe024508860,25,4.9,2022-03-16,Sandstorms,Jam ,scooter ,Metropolitian ,95,Books,19.591413409998008,20,20,2
rbfn677773581,38,4.1,2022-04-06,Sunny,Jam ,motorcycle ,Urban ,170,Sports,10.57171951549476,21,21,2
kjal979882916,33,4.5,2022-03-16,Cloudy,Jam ,motorcycle ,Metropolitian ,205,Electronics,20.832850885766774,20,20,2
ijxc486100114,29,5.0,2022-03-08,Sunny,Low ,motorcycle ,Urban ,115,Kitchen,20.165509285201054,22,22,1
mpyo938204338,35,4.6,2022-03-24,Windy,Jam ,scooter ,Metropolitian ,155,Home,4.649061303070843,20,20,3
sihv998158202,29,4.8,2022-03-19,Sunny,High ,scooter ,Metropolitian ,75,Books,6.21951968395977,12,12,5
mlnj899014906,26,4.8,2022-03-03,Sunny,Jam ,scooter ,Metropolitian ,65,Clothing,4.64882056145502,21,21,3
jbcj606517643,39,4.1,2022-03-01,Stormy,Low ,motorcycle ,Urban ,155,Shoes,1.5267486896810831,10,10,1
brmx738058250,32,4.9,2022-03-03,Sunny,High ,motorcycle ,Metropolitian ,105,Pet Supplies,6.041213866595019,13,13,3
sgea306291327,34,4.7,2022-03-09,Cloudy,Jam ,scooter ,Metropolitian ,165,Outdoors,9.294705791241629,22,22,2
cyrc691029044,20,4.8,2022-03-20,Cloudy,Low ,scooter ,Metropolitian ,100,Home,19.731429221614068,23,23,6
vjoo410649960,38,5.0,2022-04-01,Fog,Jam ,van,Metropolitian ,30,Grocery,4.582113704313201,19,19,4
uhcz005201933,37,4.9,2022-03-25,Sandstorms,Jam ,scooter ,Urban ,130,Snacks,16.696505540691582,19,19,4
yjld413434531,34,5.0,2022-03-21,Sunny,High ,motorcycle ,Metropolitian ,140,Toys,1.5296302853760542,11,11,0
acxb886378425,38,4.8,2022-03-03,Stormy,Jam ,van,Metropolitian ,130,Home,4.647989396386271,19,19,3
aabo151954572,39,4.7,2022-03-23,Fog,Medium ,motorcycle ,Metropolitian ,210,Sports,16.366706397806933,18,18,2
ivot096540312,33,4.8,2022-02-13,Sunny,Low ,motorcycle ,Metropolitian ,140,Cosmetics,4.53364788897892,22,22,6
tozp656166156,38,4.9,2022-04-05,Windy,Low ,scooter ,Metropolitian ,145,Outdoors,1.5270548523803655,9,9,1
zelq053272257,30,4.1,2022-03-17,Windy,Medium ,motorcycle ,Metropolitian ,160,Kitchen,4.664639938745562,18,18,3
zcuf752106295,26,4.8,2022-03-13,Sunny,Low ,scooter ,Metropolitian ,85,Apparel,2.976159021144352,10,10,6
nbxu389583630,22,4.9,2022-02-16,Cloudy,Medium ,motorcycle ,Metropolitian ,125,Snacks,16.587231073179073,17,18,2
milj541558432,29,4.9,2022-03-04,Windy,Low ,motorcycle ,Urban ,50,Toys,10.983241696284244,22,22,4
zcjo883682431,35,4.7,2022-02-13,Windy,Low ,scooter ,Metropolitian ,115,Shoes,1.490562263407587,8,8,6
wyli900821104,23,4.3,2022-03-29,Fog,Jam ,scooter ,Metropolitian ,43,Grocery,19.853047926026434,20,20,1
pzpx627658286,36,4.4,2022-04-05,Fog,High ,scooter ,Metropolitian ,160,Electronics,6.106164949890593,13,13,1
vdli957505470,20,4.7,2022-03-26,Sandstorms,High ,motorcycle ,Other,190,Books,6.136529842400657,12,12,5
xmbj058456119,31,4.8,2022-03-19,Cloudy,Low ,motorcycle ,Metropolitian ,110,Toys,1.512552702491675,8,9,5
faav081396855,38,5.0,2022-02-17,Stormy,Jam ,scooter ,Metropolitian ,135,Home,4.571537221635911,20,20,3
dkle439437143,38,4.5,2022-02-13,Windy,Medium ,motorcycle ,Metropolitian ,140,Snacks,5.961649333153064,16,16,6
nghf501831811,24,4.4,2022-02-18,Cloudy,Medium ,scooter ,Metropolitian ,185,Toys,11.738554275546878,17,17,4
gern912021209,21,4.8,2022-04-04,Fog,Jam ,motorcycle ,Metropolitian ,225,Toys,13.611101106406496,19,19,0
ihor387537704,30,4.8,2022-03-30,Sandstorms,High ,motorcycle ,Metropolitian ,135,Clothing,6.198357357933919,14,14,2
pczp046955880,37,3.5,2022-04-06,Windy,Jam ,scooter ,Metropolitian ,190,Jewelry,10.687692480486225,19,19,2
hgxw045232200,21,4.9,2022-03-21,Fog,High ,motorcycle ,Metropolitian ,100,Clothing,1.5294048118807104,11,11,0
ucxm878154390,25,4.3,2022-03-03,Stormy,Low ,motorcycle ,Metropolitian ,110,Electronics,3.098974837829024,9,9,3
illo601281873,33,3.6,2022-03-29,Stormy,Medium ,motorcycle ,Metropolitian ,155,Sports,13.563916062056787,18,18,1
rcew361651429,38,5.0,2022-02-13,Stormy,High ,motorcycle ,Metropolitian ,170,Skincare,6.229511178424925,14,14,6
yxny917723852,27,4.6,2022-04-03,Stormy,Medium ,scooter ,Metropolitian ,125,Electronics,9.061267391834598,17,18,6
cqgv466592344,30,4.8,2022-04-03,Sandstorms,High ,scooter ,Metropolitian ,150,Electronics,5.951921111490412,13,13,6
ffbh372401903,25,4.9,2022-02-15,Fog,Medium ,motorcycle ,Metropolitian ,115,Electronics,9.066849655818128,17,17,1
zrgw824349373,36,4.6,2022-03-01,Cloudy,Low ,motorcycle ,Metropolitian ,22,Grocery,1.5072450117859362,9,9,1
nmyv383221015,25,4.9,2022-02-18,Sandstorms,Low ,motorcycle ,Metropolitian ,70,Pet Supplies,10.554539230130043,23,23,4
jtjf640494774,23,4.6,2022-03-25,Sandstorms,Jam ,motorcycle ,Metropolitian ,135,Kitchen,16.872927418719993,21,21,4
yutf730316949,24,4.9,2022-03-25,Windy,Jam ,scooter ,Metropolitian ,100,Apparel,19.34009724145823,19,19,4
nxfy531448770,26,4.8,2022-03-10,Windy,Low ,motorcycle ,Metropolitian ,100,Skincare,16.823444551962364,0,0,3
rewg437566467,32,4.6,2022-03-17,Windy,Low ,van,Metropolitian ,130,Shoes,9.295364404085742,0,0,3
mfxc413232725,22,4.5,2022-03-27,Windy,Medium ,motorcycle ,Metropolitian ,18,Grocery,13.659702783482011,17,17,6
wlti337089359,38,4.6,2022-03-20,Windy,Low ,motorcycle ,Urban ,140,Clothing,16.87316634441488,23,23,6
vylq473497022,36,5.0,2022-02-17,Fog,Low ,van,Urban ,85,Skincare,9.414207472710387,22,22,3
wjjl258066417,23,4.5,2022-03-02,Stormy,Jam ,scooter ,Metropolitian ,85,Electronics,12.142579186700365,20,20,2
euwt699884991,36,4.7,2022-03-13,Fog,Medium ,scooter ,Urban ,95,Electronics,9.202838398831243,17,17,6
bluj913410554,30,4.5,2022-03-20,Fog,Jam ,motorcycle ,Urban ,270,Jewelry,12.236645300484978,22,22,6
zbrn646735678,21,4.5,2022-03-13,Sunny,Jam ,van,Urban ,70,Sports,4.553818794873717,19,19,6
gjhe108486871,22,4.9,2022-03-01,Sunny,High ,motorcycle ,Metropolitian ,50,Home,1.5690347154047224,11,11,1
emsx540656394,20,4.7,2022-04-06,Windy,Jam ,scooter ,Other,135,Snacks,13.94308069228634,21,21,2
glru684519777,34,4.7,2022-03-17,Windy,Low ,scooter ,Metropolitian ,110,Sports,1.5493596705178598,9,9,3
ubno471054583,25,4.9,2022-04-06,Stormy,Jam ,van,Metropolitian ,15,Grocery,12.272368949431579,22,22,2
ocuy673167854,26,4.9,2022-02-14,Sandstorms,Low ,scooter ,Other,65,Sports,16.39293685746461,23,23,0
ekky480083748,28,4.8,2022-03-16,Fog,Medium ,motorcycle ,Urban ,165,Skincare,13.592552633728841,17,17,2
eydi821801216,38,4.9,2022-03-15,Sandstorms,High ,motorcycle ,Urban ,125,Electronics,6.1183584287770465,13,13,1
wejc388924541,21,4.8,2022-03-28,Sandstorms,Low ,scooter ,Urban ,19,Grocery,3.059155402867807,10,10,0
nhie804010300,36,4.1,2022-03-20,Stormy,Jam ,scooter ,Urban ,180,Sports,16.823894329937332,21,21,6
